Number of Individual,Calendar Month,Latitude,Longitude
3,2019-FEB,37.760003,-122.240154
3,2019-FEB,37.760005,-122.161988
1,2019-FEB,37.760006,-122.178136
3,2019-FEB,37.76001,-122.177582
2,2019-FEB,37.760015,-122.19679
1,2019-FEB,37.760029,-122.188011
1,2019-FEB,37.760054,-122.179797
1,2019-FEB,37.760061,-122.18796
2,2019-FEB,37.760062,-122.18796
1,2019-FEB,37.760062,-122.178192
4,2019-FEB,37.760062,-122.160714
3,2019-FEB,37.760066,-122.173044
2,2019-FEB,37.760077,-122.197762
2,2019-FEB,37.760077,-122.183303
3,2019-FEB,37.760086,-122.183976
10,2019-FEB,37.760087,-122.19822
1,2019-FEB,37.760096,-122.184512
2,2019-FEB,37.760108,-122.13767
2,2019-FEB,37.76011,-122.18292
1,2019-FEB,37.760118,-122.195618
1,2019-FEB,37.760119,-122.161342
1,2019-FEB,37.760121,-122.167572
3,2019-FEB,37.760128,-122.177697
5,2019-FEB,37.760132,-122.160819
1,2019-FEB,37.760138,-122.183172
17,2019-FEB,37.760141,-122.198276
3,2019-FEB,37.760151,-122.169922
1,2019-FEB,37.760152,-122.167505
2,2019-FEB,37.760153,-122.188751
1,2019-FEB,37.760153,-122.182477
1,2019-FEB,37.760163,-122.245995
2,2019-FEB,37.760171,-122.13858
1,2019-FEB,37.760177,-122.172514
3,2019-FEB,37.760179,-122.155494
5,2019-FEB,37.760185,-122.18777
1,2019-FEB,37.760186,-122.197874
2,2019-FEB,37.760187,-122.177755
3,2019-FEB,37.760198,-122.169825
1,2019-FEB,37.760199,-122.197888
1,2019-FEB,37.7602,-122.1886
1,2019-FEB,37.7602,-122.171829
2,2019-FEB,37.760208,-122.195263
7,2019-FEB,37.760214,-122.242765
2,2019-FEB,37.760226,-122.197916
3,2019-FEB,37.760233,-122.169753
4,2019-FEB,37.76024,-122.182352
4,2019-FEB,37.760241,-122.172773
2,2019-FEB,37.760249,-122.185216
1,2019-FEB,37.760254,-122.197944
1,2019-FEB,37.760263,-122.137383
2,2019-FEB,37.760296,-122.167192
7,2019-FEB,37.760297,-122.195354
1,2019-FEB,37.760306,-122.177432
7,2019-FEB,37.760316,-122.167147
7,2019-FEB,37.760317,-122.161666
5,2019-FEB,37.760324,-122.188577
1,2019-FEB,37.760328,-122.145674
2,2019-FEB,37.760335,-122.15602
1,2019-FEB,37.760337,-122.167102
1,2019-FEB,37.760347,-122.16708
1,2019-FEB,37.760349,-122.248615
3,2019-FEB,37.760349,-122.171538
1,2019-FEB,37.760358,-122.171521
3,2019-FEB,37.760361,-122.188519
2,2019-FEB,37.760362,-122.252798
1,2019-FEB,37.760363,-122.196734
1,2019-FEB,37.760364,-122.177929
2,2019-FEB,37.760369,-122.19674
1,2019-FEB,37.760382,-122.196752
1,2019-FEB,37.760385,-122.245799
2,2019-FEB,37.760389,-122.181557
1,2019-FEB,37.7604,-122.19677
3,2019-FEB,37.760406,-122.197957
5,2019-FEB,37.760412,-122.202017
5,2019-FEB,37.760413,-121.780123
2,2019-FEB,37.760424,-122.177548
1,2019-FEB,37.760425,-122.196794
1,2019-FEB,37.760425,-122.167601
3,2019-FEB,37.760429,-122.176533
2,2019-FEB,37.76043,-122.161283
3,2019-FEB,37.760432,-122.1968
2,2019-FEB,37.760455,-122.197886
1,2019-FEB,37.760459,-122.180989
3,2019-FEB,37.760469,-122.180999
1,2019-FEB,37.760469,-122.171941
2,2019-FEB,37.760479,-122.242545
2,2019-FEB,37.760488,-122.189161
1,2019-FEB,37.760489,-122.246894
3,2019-FEB,37.760496,-122.188308
3,2019-FEB,37.760497,-122.197826
4,2019-FEB,37.760516,-122.186706
2,2019-FEB,37.760522,-122.171838
1,2019-FEB,37.760523,-122.234991
4,2019-FEB,37.760533,-122.196461
5,2019-FEB,37.760533,-122.169133
4,2019-FEB,37.760539,-122.196467
1,2019-FEB,37.760541,-122.178102
4,2019-FEB,37.760545,-122.188232
1,2019-FEB,37.760546,-122.197755
2,2019-FEB,37.760548,-122.171787
4,2019-FEB,37.760548,-122.167332
1,2019-FEB,37.76055,-122.161481
2,2019-FEB,37.760552,-122.181856
1,2019-FEB,37.760554,-122.164432
1,2019-FEB,37.760557,-122.24248
1,2019-FEB,37.760557,-122.188212
1,2019-FEB,37.760563,-122.168694
1,2019-FEB,37.760564,-122.196492
5,2019-FEB,37.760567,-122.238943
4,2019-FEB,37.76057,-122.188193
1,2019-FEB,37.760577,-122.202303
1,2019-FEB,37.760579,-122.173035
9,2019-FEB,37.760581,-122.198231
1,2019-FEB,37.760582,-122.188174
7,2019-FEB,37.760588,-122.198221
6,2019-FEB,37.760595,-122.198211
5,2019-FEB,37.760597,-122.198841
6,2019-FEB,37.760602,-122.198851
5,2019-FEB,37.760605,-122.16049
3,2019-FEB,37.760606,-122.196975
2,2019-FEB,37.760606,-122.160122
2,2019-FEB,37.760607,-122.188136
5,2019-FEB,37.760613,-122.198869
1,2019-FEB,37.760615,-122.160087
2,2019-FEB,37.760616,-122.160559
3,2019-FEB,37.760619,-122.188116
2,2019-FEB,37.760619,-122.17165
1,2019-FEB,37.760622,-122.245598
1,2019-FEB,37.760636,-122.177192
1,2019-FEB,37.760638,-122.202218
1,2019-FEB,37.760638,-122.180725
2,2019-FEB,37.760642,-122.159986
2,2019-FEB,37.760643,-122.23888
3,2019-FEB,37.760648,-122.160694
2,2019-FEB,37.760654,-122.188613
1,2019-FEB,37.760661,-122.235001
1,2019-FEB,37.760664,-122.238449
4,2019-FEB,37.760665,-122.19811
2,2019-FEB,37.760677,-122.188865
1,2019-FEB,37.760694,-122.195767
1,2019-FEB,37.760695,-122.195766
2,2019-FEB,37.760695,-122.17297
2,2019-FEB,37.760696,-122.195765
2,2019-FEB,37.760696,-122.159863
1,2019-FEB,37.760698,-122.161728
5,2019-FEB,37.7607,-122.198059
4,2019-FEB,37.76074,-122.238386
1,2019-FEB,37.760767,-122.169313
1,2019-FEB,37.760774,-122.196701
2,2019-FEB,37.760782,-122.160957
1,2019-FEB,37.760791,-122.197927
2,2019-FEB,37.760792,-122.263519
4,2019-FEB,37.760795,-122.172774
8,2019-FEB,37.760798,-122.197917
3,2019-FEB,37.760798,-122.176911
1,2019-FEB,37.760802,-122.181458
3,2019-FEB,37.760813,-122.161017
7,2019-FEB,37.760816,-122.238323
1,2019-FEB,37.760817,-122.17273
5,2019-FEB,37.760836,-122.179873
1,2019-FEB,37.76084,-122.256012
3,2019-FEB,37.760851,-122.172665
4,2019-FEB,37.760858,-122.253716
1,2019-FEB,37.76086,-122.190916
4,2019-FEB,37.760862,-122.1799
1,2019-FEB,37.760866,-122.202659
6,2019-FEB,37.760868,-122.160207
1,2019-FEB,37.76087,-122.182752
1,2019-FEB,37.760873,-122.19549
2,2019-FEB,37.760873,-122.172621
2,2019-FEB,37.760874,-122.195488
1,2019-FEB,37.760875,-122.195486
1,2019-FEB,37.760876,-122.195484
1,2019-FEB,37.760882,-122.177443
1,2019-FEB,37.760886,-122.189091
2,2019-FEB,37.760889,-122.160111
5,2019-FEB,37.760899,-122.160099
1,2019-FEB,37.760905,-122.161196
6,2019-FEB,37.760907,-122.160079
1,2019-FEB,37.760917,-122.1804
2,2019-FEB,37.760918,-122.23193
1,2019-FEB,37.76092,-122.160076
1,2019-FEB,37.760921,-122.177037
1,2019-FEB,37.760922,-122.189035
3,2019-FEB,37.760925,-122.18608
2,2019-FEB,37.760931,-122.186067
1,2019-FEB,37.760935,-122.248627
3,2019-FEB,37.760958,-122.160034
2,2019-FEB,37.76096,-122.160665
3,2019-FEB,37.760964,-122.184118
2,2019-FEB,37.760966,-122.164736
1,2019-FEB,37.760967,-122.161317
1,2019-FEB,37.760974,-122.186546
1,2019-FEB,37.760993,-122.169491
1,2019-FEB,37.760997,-122.18255
3,2019-FEB,37.760998,-122.173016
2,2019-FEB,37.761,-121.426173
1,2019-FEB,37.761004,-122.160752
1,2019-FEB,37.761009,-122.172995
2,2019-FEB,37.761014,-122.185942
5,2019-FEB,37.761014,-122.156967
2,2019-FEB,37.76102,-122.172973
1,2019-FEB,37.761027,-121.906353
4,2019-FEB,37.761031,-122.172951
2,2019-FEB,37.761039,-122.180529
2,2019-FEB,37.761041,-122.201643
2,2019-FEB,37.761051,-122.160843
2,2019-FEB,37.761056,-122.18161
3,2019-FEB,37.761058,-122.169541
3,2019-FEB,37.761064,-122.200962
6,2019-FEB,37.761081,-122.200979
1,2019-FEB,37.761082,-122.160903
1,2019-FEB,37.761085,-122.126369
1,2019-FEB,37.761088,-122.195151
3,2019-FEB,37.761089,-122.182963
3,2019-FEB,37.761094,-122.200992
1,2019-FEB,37.761097,-122.180138
1,2019-FEB,37.761103,-122.18059
2,2019-FEB,37.761105,-122.160948
2,2019-FEB,37.761108,-122.180595
2,2019-FEB,37.761108,-122.165602
2,2019-FEB,37.76111,-122.18293
5,2019-FEB,37.761112,-122.160963
1,2019-FEB,37.761119,-122.15664
4,2019-FEB,37.761125,-122.18577
2,2019-FEB,37.761133,-122.184664
4,2019-FEB,37.761133,-122.168548
5,2019-FEB,37.761138,-122.198934
1,2019-FEB,37.761143,-122.186291
4,2019-FEB,37.761154,-122.202774
2,2019-FEB,37.761157,-122.184629
2,2019-FEB,37.761162,-122.182848
1,2019-FEB,37.761175,-122.158221
3,2019-FEB,37.761185,-122.171959
1,2019-FEB,37.76122,-122.185211
2,2019-FEB,37.761227,-122.200682
1,2019-FEB,37.76123,-122.181341
2,2019-FEB,37.761246,-122.162936
1,2019-FEB,37.761256,-122.202112
5,2019-FEB,37.761259,-122.184472
1,2019-FEB,37.761265,-122.16126
1,2019-FEB,37.761269,-122.182677
1,2019-FEB,37.761269,-122.127711
1,2019-FEB,37.761282,-122.245461
1,2019-FEB,37.761285,-122.182653
1,2019-FEB,37.761288,-122.186068
4,2019-FEB,37.761293,-122.18264
4,2019-FEB,37.761322,-122.203315
5,2019-FEB,37.761328,-122.179761
2,2019-FEB,37.761332,-122.185999
1,2019-FEB,37.761332,-122.184357
3,2019-FEB,37.761337,-122.174042
7,2019-FEB,37.76134,-122.19692
1,2019-FEB,37.761346,-122.25889
2,2019-FEB,37.761352,-122.161531
1,2019-FEB,37.761353,-122.196906
3,2019-FEB,37.761355,-122.199147
2,2019-FEB,37.76137,-122.161573
1,2019-FEB,37.761375,-122.180869
1,2019-FEB,37.761379,-122.181491
1,2019-FEB,37.761381,-122.179816
3,2019-FEB,37.761397,-122.167313
10,2019-FEB,37.761408,-122.200596
2,2019-FEB,37.761415,-122.183396
3,2019-FEB,37.761417,-122.186869
2,2019-FEB,37.761418,-122.181531
1,2019-FEB,37.761431,-122.156808
2,2019-FEB,37.761432,-122.172232
1,2019-FEB,37.761436,-122.181548
1,2019-FEB,37.761447,-122.188952
2,2019-FEB,37.761447,-122.161745
1,2019-FEB,37.761451,-122.025812
1,2019-FEB,37.761452,-122.203651
1,2019-FEB,37.761455,-122.194586
4,2019-FEB,37.761456,-122.17373
1,2019-FEB,37.761462,-122.141081
6,2019-FEB,37.761464,-122.196788
1,2019-FEB,37.761466,-122.186792
2,2019-FEB,37.761467,-122.246216
3,2019-FEB,37.761468,-122.177473
2,2019-FEB,37.761483,-122.180981
3,2019-FEB,37.761492,-122.127424
1,2019-FEB,37.761496,-122.201773
26,2019-FEB,37.761496,-122.179487
2,2019-FEB,37.761514,-122.200448
3,2019-FEB,37.761518,-122.255662
9,2019-FEB,37.761527,-122.196715
3,2019-FEB,37.761529,-122.191547
2,2019-FEB,37.761537,-122.190137
1,2019-FEB,37.761546,-122.250282
1,2019-FEB,37.761547,-122.249292
1,2019-FEB,37.761552,-122.186658
3,2019-FEB,37.76156,-122.188782
2,2019-FEB,37.761564,-122.196671
11,2019-FEB,37.761565,-122.194421
1,2019-FEB,37.761566,-122.200891
4,2019-FEB,37.761574,-122.190079
3,2019-FEB,37.761579,-122.203471
1,2019-FEB,37.761593,-122.249397
2,2019-FEB,37.761596,-122.170957
3,2019-FEB,37.761601,-122.241473
3,2019-FEB,37.761605,-122.188713
1,2019-FEB,37.761611,-122.200021
4,2019-FEB,37.761621,-122.200031
6,2019-FEB,37.761626,-122.162886
1,2019-FEB,37.761627,-122.162884
1,2019-FEB,37.761631,-122.189215
3,2019-FEB,37.761635,-122.162125
1,2019-FEB,37.761637,-122.200793
2,2019-FEB,37.761651,-122.186505
2,2019-FEB,37.761654,-122.20207
1,2019-FEB,37.76166,-122.247715
4,2019-FEB,37.761661,-122.189169
3,2019-FEB,37.761678,-122.1725
1,2019-FEB,37.761692,-122.171626
1,2019-FEB,37.761702,-122.202776
1,2019-FEB,37.761705,-122.188404
2,2019-FEB,37.761706,-122.189101
5,2019-FEB,37.761707,-122.18378
3,2019-FEB,37.761714,-122.181217
1,2019-FEB,37.761719,-122.187794
3,2019-FEB,37.761722,-122.198564
6,2019-FEB,37.761723,-122.195813
4,2019-FEB,37.761723,-122.195812
4,2019-FEB,37.761723,-122.181226
3,2019-FEB,37.761724,-122.195811
2,2019-FEB,37.761724,-122.19581
3,2019-FEB,37.761724,-122.186389
5,2019-FEB,37.761725,-122.195807
4,2019-FEB,37.761726,-122.195806
12,2019-FEB,37.761726,-122.195805
1,2019-FEB,37.761733,-122.169332
1,2019-FEB,37.761741,-122.181244
2,2019-FEB,37.761741,-122.168046
3,2019-FEB,37.761744,-122.191764
5,2019-FEB,37.761746,-122.190363
4,2019-FEB,37.761761,-122.186332
1,2019-FEB,37.761762,-122.20062
4,2019-FEB,37.761773,-122.025855
3,2019-FEB,37.761785,-122.194067
2,2019-FEB,37.761792,-122.194055
2,2019-FEB,37.761792,-122.190291
2,2019-FEB,37.7618,-122.167684
2,2019-FEB,37.761805,-122.194033
2,2019-FEB,37.761808,-122.202627
3,2019-FEB,37.761808,-122.195446
1,2019-FEB,37.761812,-122.194022
1,2019-FEB,37.761812,-122.181316
1,2019-FEB,37.761816,-122.195358
2,2019-FEB,37.761819,-122.194011
1,2019-FEB,37.761819,-122.188931
15,2019-FEB,37.761821,-122.163906
15,2019-FEB,37.761822,-122.196274
1,2019-FEB,37.761826,-122.184389
3,2019-FEB,37.761826,-122.169142
3,2019-FEB,37.761833,-122.163916
1,2019-FEB,37.761835,-122.167712
4,2019-FEB,37.761839,-122.248126
1,2019-FEB,37.761839,-122.191601
4,2019-FEB,37.761842,-122.185856
4,2019-FEB,37.761854,-122.169084
7,2019-FEB,37.761856,-122.172694
5,2019-FEB,37.761856,-122.172693
1,2019-FEB,37.761857,-122.197796
3,2019-FEB,37.761858,-122.193944
1,2019-FEB,37.761866,-122.192333
2,2019-FEB,37.761868,-122.187564
2,2019-FEB,37.761881,-122.169027
2,2019-FEB,37.761885,-122.237415
1,2019-FEB,37.761885,-122.160918
1,2019-FEB,37.761891,-122.181398
4,2019-FEB,37.761896,-122.203023
2,2019-FEB,37.761907,-122.194887
3,2019-FEB,37.761907,-122.192426
2,2019-FEB,37.761911,-122.24572
4,2019-FEB,37.761911,-122.173375
3,2019-FEB,37.761921,-122.19484
2,2019-FEB,37.761922,-122.184488
3,2019-FEB,37.761929,-122.194817
1,2019-FEB,37.761931,-122.183428
2,2019-FEB,37.761935,-122.18595
1,2019-FEB,37.761935,-122.180996
1,2019-FEB,37.761936,-122.194793
4,2019-FEB,37.761943,-122.170284
1,2019-FEB,37.761945,-122.189501
2,2019-FEB,37.76195,-122.190858
2,2019-FEB,37.761951,-122.248383
4,2019-FEB,37.761962,-122.181023
1,2019-FEB,37.76197,-122.244907
1,2019-FEB,37.761971,-122.193756
1,2019-FEB,37.761978,-122.193745
1,2019-FEB,37.761982,-122.194693
4,2019-FEB,37.761982,-122.162199
4,2019-FEB,37.761988,-122.181051
1,2019-FEB,37.761991,-122.203723
1,2019-FEB,37.761991,-122.193722
2,2019-FEB,37.761992,-122.228778
1,2019-FEB,37.761992,-122.166689
3,2019-FEB,37.761993,-122.164054
2,2019-FEB,37.762004,-122.22534
3,2019-FEB,37.762015,-122.198101
1,2019-FEB,37.76202,-122.266377
4,2019-FEB,37.762021,-122.184142
2,2019-FEB,37.762022,-122.178586
2,2019-FEB,37.762025,-122.164081
2,2019-FEB,37.762028,-122.19461
1,2019-FEB,37.762031,-122.186629
1,2019-FEB,37.762032,-122.185604
3,2019-FEB,37.762038,-122.164092
2,2019-FEB,37.762042,-122.267354
1,2019-FEB,37.76205,-122.18156
1,2019-FEB,37.762053,-122.182148
2,2019-FEB,37.762056,-122.24992
1,2019-FEB,37.762056,-122.185628
2,2019-FEB,37.762059,-122.203625
2,2019-FEB,37.762062,-122.202268
1,2019-FEB,37.762067,-122.239705
1,2019-FEB,37.762077,-122.194544
3,2019-FEB,37.762079,-122.185652
11,2019-FEB,37.762086,-122.195428
3,2019-FEB,37.762091,-122.247984
12,2019-FEB,37.762092,-122.195364
3,2019-FEB,37.762093,-122.203576
2,2019-FEB,37.762094,-122.19453
1,2019-FEB,37.762095,-122.181606
1,2019-FEB,37.762099,-122.182191
3,2019-FEB,37.762103,-122.204088
1,2019-FEB,37.762107,-122.251327
2,2019-FEB,37.762107,-122.177576
3,2019-FEB,37.762108,-122.248743
3,2019-FEB,37.762111,-122.194516
1,2019-FEB,37.762114,-122.191154
1,2019-FEB,37.762128,-122.203527
1,2019-FEB,37.762132,-122.177537
2,2019-FEB,37.762133,-122.199576
2,2019-FEB,37.762139,-122.171483
5,2019-FEB,37.76215,-122.185723
1,2019-FEB,37.762151,-122.25143
1,2019-FEB,37.762157,-122.204825
1,2019-FEB,37.762162,-122.165666
1,2019-FEB,37.76217,-122.180627
4,2019-FEB,37.762175,-122.245607
1,2019-FEB,37.762177,-122.157493
1,2019-FEB,37.762181,-122.245621
1,2019-FEB,37.7622,-122.188485
1,2019-FEB,37.762205,-122.180663
1,2019-FEB,37.762211,-122.184785
5,2019-FEB,37.762214,-122.197238
2,2019-FEB,37.762215,-122.17035
1,2019-FEB,37.762218,-122.188457
1,2019-FEB,37.762221,-122.242744
2,2019-FEB,37.762224,-122.17018
1,2019-FEB,37.762232,-122.16552
3,2019-FEB,37.76224,-122.199422
2,2019-FEB,37.762242,-122.198235
5,2019-FEB,37.762249,-122.186841
1,2019-FEB,37.762249,-122.182096
2,2019-FEB,37.762259,-122.204679
5,2019-FEB,37.762259,-122.180718
5,2019-FEB,37.762261,-121.905002
2,2019-FEB,37.762268,-122.18628
3,2019-FEB,37.762268,-122.18028
3,2019-FEB,37.76227,-122.158483
1,2019-FEB,37.762275,-122.20186
1,2019-FEB,37.762282,-122.181796
2,2019-FEB,37.762284,-122.192682
1,2019-FEB,37.762287,-122.182861
2,2019-FEB,37.762291,-122.164313
1,2019-FEB,37.762298,-122.203281
3,2019-FEB,37.762298,-122.127745
2,2019-FEB,37.762301,-122.199187
3,2019-FEB,37.762303,-122.180316
2,2019-FEB,37.762305,-122.197648
5,2019-FEB,37.762309,-122.204606
1,2019-FEB,37.76231,-122.190298
2,2019-FEB,37.762312,-122.180773
1,2019-FEB,37.762315,-122.126922
1,2019-FEB,37.762332,-122.190264
4,2019-FEB,37.762333,-122.169229
1,2019-FEB,37.76234,-122.157154
3,2019-FEB,37.762341,-122.202395
1,2019-FEB,37.762343,-122.238916
3,2019-FEB,37.762348,-122.187993
2,2019-FEB,37.762349,-122.17937
2,2019-FEB,37.76235,-122.203208
1,2019-FEB,37.762352,-122.18825
2,2019-FEB,37.762352,-122.181422
1,2019-FEB,37.762359,-122.241414
2,2019-FEB,37.76236,-122.204533
1,2019-FEB,37.76236,-122.184938
4,2019-FEB,37.762365,-122.181436
2,2019-FEB,37.762366,-122.186663
4,2019-FEB,37.762368,-122.184947
2,2019-FEB,37.762374,-122.180389
2,2019-FEB,37.762379,-122.165884
1,2019-FEB,37.762383,-122.271319
1,2019-FEB,37.762394,-122.169757
1,2019-FEB,37.762398,-122.190163
1,2019-FEB,37.762403,-122.197987
1,2019-FEB,37.762406,-122.192493
3,2019-FEB,37.76241,-122.187179
1,2019-FEB,37.76241,-122.171587
3,2019-FEB,37.762414,-122.181485
23,2019-FEB,37.762418,-122.193499
3,2019-FEB,37.762426,-122.165786
3,2019-FEB,37.762427,-122.248755
1,2019-FEB,37.762427,-122.180444
1,2019-FEB,37.762433,-122.165099
4,2019-FEB,37.762438,-122.179014
1,2019-FEB,37.762444,-122.188656
1,2019-FEB,37.762444,-122.183476
2,2019-FEB,37.76246,-122.197404
2,2019-FEB,37.762461,-122.172397
6,2019-FEB,37.762466,-122.182573
11,2019-FEB,37.762473,-122.168587
3,2019-FEB,37.762479,-122.203547
1,2019-FEB,37.762487,-122.192368
3,2019-FEB,37.762491,-122.169562
4,2019-FEB,37.762492,-122.182537
1,2019-FEB,37.762494,-122.248909
2,2019-FEB,37.762496,-122.16564
1,2019-FEB,37.762502,-122.184637
17,2019-FEB,37.762505,-122.183538
7,2019-FEB,37.762507,-122.180526
1,2019-FEB,37.762509,-122.196775
1,2019-FEB,37.762521,-122.182493
3,2019-FEB,37.762527,-122.197299
6,2019-FEB,37.762528,-122.184664
1,2019-FEB,37.762531,-122.172294
3,2019-FEB,37.762533,-122.201601
1,2019-FEB,37.762535,-122.198331
5,2019-FEB,37.762541,-122.173395
2,2019-FEB,37.762544,-122.23867
1,2019-FEB,37.762547,-122.252362
2,2019-FEB,37.762547,-122.203449
5,2019-FEB,37.762548,-122.173403
1,2019-FEB,37.762551,-122.18849
6,2019-FEB,37.762553,-122.200796
3,2019-FEB,37.76256,-122.163577
1,2019-FEB,37.762576,-122.225459
2,2019-FEB,37.76258,-122.169386
4,2019-FEB,37.762587,-122.194555
1,2019-FEB,37.762597,-122.20151
7,2019-FEB,37.762599,-122.202029
3,2019-FEB,37.762604,-122.181073
4,2019-FEB,37.762609,-122.168285
4,2019-FEB,37.762613,-122.245828
1,2019-FEB,37.762615,-122.204167
1,2019-FEB,37.762618,-122.200705
2,2019-FEB,37.76262,-122.196599
2,2019-FEB,37.76263,-122.178157
2,2019-FEB,37.76263,-122.157389
1,2019-FEB,37.762631,-122.188366
1,2019-FEB,37.762634,-122.172764
2,2019-FEB,37.762634,-122.168303
2,2019-FEB,37.762638,-122.245811
3,2019-FEB,37.762641,-122.178168
3,2019-FEB,37.762643,-122.202727
1,2019-FEB,37.762645,-122.193584
4,2019-FEB,37.762651,-122.172781
1,2019-FEB,37.762661,-122.201419
4,2019-FEB,37.762661,-122.200122
1,2019-FEB,37.762662,-122.193558
1,2019-FEB,37.762665,-122.164614
1,2019-FEB,37.762666,-122.204094
3,2019-FEB,37.762666,-122.161763
1,2019-FEB,37.762684,-122.201907
1,2019-FEB,37.762696,-122.193505
2,2019-FEB,37.762698,-122.183288
4,2019-FEB,37.762699,-122.194109
2,2019-FEB,37.762702,-122.186857
1,2019-FEB,37.762707,-122.235747
1,2019-FEB,37.762716,-122.236533
2,2019-FEB,37.762717,-122.178694
1,2019-FEB,37.762725,-122.201328
2,2019-FEB,37.762732,-122.196423
1,2019-FEB,37.762742,-122.236586
2,2019-FEB,37.76275,-122.172503
4,2019-FEB,37.762754,-122.177131
1,2019-FEB,37.762758,-122.193407
1,2019-FEB,37.762769,-122.20313
2,2019-FEB,37.762771,-122.177105
1,2019-FEB,37.762778,-122.170136
1,2019-FEB,37.76279,-122.199939
6,2019-FEB,37.762793,-122.196882
1,2019-FEB,37.762793,-122.187265
5,2019-FEB,37.7628,-122.252224
2,2019-FEB,37.7628,-122.197375
3,2019-FEB,37.7628,-122.180827
2,2019-FEB,37.762807,-122.185993
1,2019-FEB,37.762811,-122.20043
2,2019-FEB,37.762812,-122.201726
1,2019-FEB,37.762815,-122.196291
7,2019-FEB,37.762817,-122.180845
1,2019-FEB,37.762818,-122.177989
1,2019-FEB,37.762825,-122.194245
1,2019-FEB,37.762825,-122.176097
2,2019-FEB,37.762826,-122.180854
1,2019-FEB,37.762828,-122.187211
1,2019-FEB,37.76283,-122.185958
1,2019-FEB,37.762833,-122.204379
1,2019-FEB,37.762834,-122.225987
3,2019-FEB,37.762837,-122.183871
1,2019-FEB,37.762843,-122.166526
1,2019-FEB,37.762844,-122.179879
2,2019-FEB,37.762853,-122.180881
2,2019-FEB,37.762854,-122.183889
1,2019-FEB,37.762854,-122.163502
2,2019-FEB,37.76286,-122.198532
4,2019-FEB,37.762862,-122.187157
3,2019-FEB,37.762869,-122.247897
1,2019-FEB,37.762869,-122.203802
3,2019-FEB,37.762869,-122.167515
13,2019-FEB,37.762872,-122.239031
3,2019-FEB,37.762874,-122.194168
2,2019-FEB,37.762875,-122.170606
3,2019-FEB,37.762876,-122.201635
1,2019-FEB,37.762879,-122.180909
4,2019-FEB,37.762881,-122.242173
4,2019-FEB,37.762881,-122.183915
4,2019-FEB,37.762886,-122.188784
4,2019-FEB,37.762888,-122.157613
3,2019-FEB,37.762898,-122.187953
1,2019-FEB,37.762898,-122.178433
1,2019-FEB,37.7629,-122.249335
1,2019-FEB,37.762907,-122.187939
4,2019-FEB,37.762911,-122.167949
3,2019-FEB,37.762913,-122.179503
1,2019-FEB,37.762914,-122.169847
1,2019-FEB,37.76292,-122.203729
3,2019-FEB,37.762932,-122.196662
2,2019-FEB,37.762933,-122.1865
1,2019-FEB,37.762937,-122.248051
4,2019-FEB,37.76294,-122.185088
1,2019-FEB,37.762941,-122.200247
2,2019-FEB,37.76296,-122.196618
2,2019-FEB,37.76296,-122.187856
3,2019-FEB,37.76296,-122.183551
1,2019-FEB,37.762961,-122.247393
1,2019-FEB,37.762963,-122.195332
1,2019-FEB,37.762964,-122.189266
2,2019-FEB,37.762969,-122.240313
1,2019-FEB,37.762969,-122.188654
2,2019-FEB,37.762979,-122.240336
2,2019-FEB,37.762993,-122.168554
1,2019-FEB,37.762998,-122.226934
2,2019-FEB,37.762999,-122.225706
4,2019-FEB,37.763004,-122.194515
1,2019-FEB,37.76301,-122.171509
4,2019-FEB,37.763012,-122.186925
1,2019-FEB,37.763012,-122.183604
3,2019-FEB,37.763012,-122.175818
3,2019-FEB,37.763019,-122.194495
3,2019-FEB,37.763022,-122.179615
5,2019-FEB,37.763031,-122.26394
1,2019-FEB,37.763034,-122.202229
1,2019-FEB,37.76304,-122.187732
4,2019-FEB,37.763043,-122.194457
1,2019-FEB,37.763056,-122.167654
2,2019-FEB,37.763058,-122.17283
2,2019-FEB,37.763059,-122.169544
4,2019-FEB,37.763064,-122.183656
1,2019-FEB,37.763072,-121.781201
6,2019-FEB,37.763078,-122.236449
2,2019-FEB,37.763078,-122.164433
2,2019-FEB,37.763082,-122.186818
1,2019-FEB,37.763083,-122.167117
3,2019-FEB,37.763088,-122.204013
5,2019-FEB,37.763096,-122.202141
24,2019-FEB,37.7631,-122.1591
6,2019-FEB,37.76311,-122.200782
2,2019-FEB,37.763112,-122.187622
4,2019-FEB,37.763115,-122.243533
3,2019-FEB,37.763122,-122.243943
3,2019-FEB,37.763122,-122.178067
1,2019-FEB,37.763123,-122.171291
10,2019-FEB,37.763128,-122.194322
2,2019-FEB,37.763129,-122.250376
2,2019-FEB,37.763131,-122.203278
2,2019-FEB,37.763131,-122.174094
2,2019-FEB,37.763142,-122.248514
4,2019-FEB,37.763152,-122.173298
1,2019-FEB,37.763158,-122.202053
1,2019-FEB,37.763164,-122.203904
1,2019-FEB,37.763164,-122.198621
2,2019-FEB,37.763165,-122.248565
3,2019-FEB,37.763167,-122.195091
1,2019-FEB,37.763167,-122.169312
2,2019-FEB,37.763172,-122.199397
3,2019-FEB,37.763174,-122.250479
2,2019-FEB,37.763174,-122.200691
3,2019-FEB,37.763174,-122.195104
1,2019-FEB,37.763188,-122.247907
1,2019-FEB,37.763191,-122.189498
91,2019-FEB,37.7632,-122.1597
3,2019-FEB,37.7632,-122.1593
7,2019-FEB,37.7632,-122.1592
4,2019-FEB,37.763209,-122.202504
