Number of Individual,Calendar Month,Latitude,Longitude
8,2019-FEB,37.551284,-122.007776
3,2019-FEB,37.551308,-122.032345
1,2019-FEB,37.551356,-122.013924
7,2019-FEB,37.551425,-122.008073
1,2019-FEB,37.551536,-121.994491
4,2019-FEB,37.551559,-122.018997
6,2019-FEB,37.551561,-122.018998
6,2019-FEB,37.551563,-121.990119
6,2019-FEB,37.551573,-121.987415
44,2019-FEB,37.551586,-122.024952
1,2019-FEB,37.551644,-122.003958
6,2019-FEB,37.551727,-121.987702
3,2019-FEB,37.551829,-122.020903
1,2019-FEB,37.551849,-121.946026
7,2019-FEB,37.551974,-121.99698
1,2019-FEB,37.55198,-122.013403
11,2019-FEB,37.552021,-121.996941
1,2019-FEB,37.55203,-121.946885
3,2019-FEB,37.552092,-122.029063
3,2019-FEB,37.552129,-122.020971
1,2019-FEB,37.552263,-122.02059
1,2019-FEB,37.552337,-122.046923
1,2019-FEB,37.552391,-121.942132
1,2019-FEB,37.552411,-122.021156
1,2019-FEB,37.552457,-121.986086
3,2019-FEB,37.552567,-122.026113
5,2019-FEB,37.552618,-122.023053
2,2019-FEB,37.552624,-122.026223
1,2019-FEB,37.552628,-122.018994
4,2019-FEB,37.55263,-121.978997
2,2019-FEB,37.552657,-121.95063
2,2019-FEB,37.552743,-121.979218
2,2019-FEB,37.552861,-122.038855
2,2019-FEB,37.552993,-122.024742
2,2019-FEB,37.553011,-122.021399
3,2019-FEB,37.553087,-122.00248
3,2019-FEB,37.553144,-122.040086
2,2019-FEB,37.553187,-121.997698
1,2019-FEB,37.553226,-122.0233
5,2019-FEB,37.553255,-121.99941
1,2019-FEB,37.553265,-122.059227
1,2019-FEB,37.553272,-122.023952
8,2019-FEB,37.553299,-121.973897
1,2019-FEB,37.553302,-122.021951
3,2019-FEB,37.553344,-121.973992
20,2019-FEB,37.553379,-122.006061
2,2019-FEB,37.553389,-122.057395
1,2019-FEB,37.553391,-122.027158
1,2019-FEB,37.553399,-122.057326
15,2019-FEB,37.553406,-122.006451
3,2019-FEB,37.553463,-122.056818
1,2019-FEB,37.553469,-122.009696
3,2019-FEB,37.553486,-122.023703
2,2019-FEB,37.553498,-122.024159
2,2019-FEB,37.553502,-121.998302
9,2019-FEB,37.553505,-122.027239
5,2019-FEB,37.553512,-122.005955
1,2019-FEB,37.55353,-121.988831
2,2019-FEB,37.55355,-122.016979
2,2019-FEB,37.553565,-121.970757
1,2019-FEB,37.553572,-121.974467
26,2019-FEB,37.553581,-122.005898
3,2019-FEB,37.553618,-121.974561
1,2019-FEB,37.553646,-122.029565
1,2019-FEB,37.553664,-121.97201
42,2019-FEB,37.553685,-122.012816
20,2019-FEB,37.553719,-122.005786
4,2019-FEB,37.553732,-121.97011
3,2019-FEB,37.553775,-122.017207
1,2019-FEB,37.553805,-122.015701
1,2019-FEB,37.55381,-122.006124
2,2019-FEB,37.553919,-121.972239
1,2019-FEB,37.553943,-121.969911
2,2019-FEB,37.553944,-121.988708
1,2019-FEB,37.554016,-122.024247
4,2019-FEB,37.554021,-121.999324
3,2019-FEB,37.55404,-122.005525
1,2019-FEB,37.554049,-121.970254
1,2019-FEB,37.554075,-121.95259
5,2019-FEB,37.554116,-121.999505
1,2019-FEB,37.554123,-122.058035
3,2019-FEB,37.554132,-122.005451
1,2019-FEB,37.554146,-121.988465
4,2019-FEB,37.554239,-122.018847
17,2019-FEB,37.55424,-122.01682
4,2019-FEB,37.554247,-122.018859
2,2019-FEB,37.554272,-122.025235
1,2019-FEB,37.554318,-122.022313
1,2019-FEB,37.554333,-122.004125
2,2019-FEB,37.554341,-122.001794
1,2019-FEB,37.554351,-121.997567
1,2019-FEB,37.554359,-122.058762
3,2019-FEB,37.55437,-122.038894
2,2019-FEB,37.554373,-122.019048
1,2019-FEB,37.55444,-122.058194
1,2019-FEB,37.554455,-122.012974
4,2019-FEB,37.554509,-121.998927
1,2019-FEB,37.554555,-122.015032
2,2019-FEB,37.55458,-122.027458
1,2019-FEB,37.554586,-122.007552
2,2019-FEB,37.554632,-122.024397
1,2019-FEB,37.554635,-121.987249
1,2019-FEB,37.554641,-122.022308
1,2019-FEB,37.554644,-122.015866
2,2019-FEB,37.554711,-122.025262
4,2019-FEB,37.554711,-121.995445
10,2019-FEB,37.554752,-121.98747
1,2019-FEB,37.554769,-122.004236
7,2019-FEB,37.554796,-121.987553
1,2019-FEB,37.554803,-122.019009
19,2019-FEB,37.554856,-122.00005
2,2019-FEB,37.554856,-121.987043
7,2019-FEB,37.554884,-121.98772
2,2019-FEB,37.554921,-122.00523
2,2019-FEB,37.554923,-122.024217
3,2019-FEB,37.554937,-122.006771
2,2019-FEB,37.555008,-122.056913
2,2019-FEB,37.555015,-122.030965
1,2019-FEB,37.555038,-122.02806
1,2019-FEB,37.555039,-122.019202
14,2019-FEB,37.555045,-121.988024
1,2019-FEB,37.555053,-121.94981
1,2019-FEB,37.555057,-122.020523
3,2019-FEB,37.555084,-121.967042
2,2019-FEB,37.55511,-122.028547
2,2019-FEB,37.555157,-121.995721
1,2019-FEB,37.555171,-122.022154
3,2019-FEB,37.555177,-122.043482
14,2019-FEB,37.55518,-122.010612
2,2019-FEB,37.555196,-122.013314
4,2019-FEB,37.555247,-122.020815
2,2019-FEB,37.55525,-122.001686
1,2019-FEB,37.55528,-122.00681
3,2019-FEB,37.555283,-122.028722
2,2019-FEB,37.555376,-121.99646
2,2019-FEB,37.555378,-122.020179
6,2019-FEB,37.555392,-122.001958
2,2019-FEB,37.555399,-122.023199
1,2019-FEB,37.555405,-121.997384
1,2019-FEB,37.555437,-121.99506
6,2019-FEB,37.555443,-122.007138
1,2019-FEB,37.555459,-121.994038
2,2019-FEB,37.555542,-122.023917
1,2019-FEB,37.555553,-122.010327
1,2019-FEB,37.555561,-121.996773
6,2019-FEB,37.555573,-122.002304
2,2019-FEB,37.555585,-122.057512
28,2019-FEB,37.555636,-121.964829
3,2019-FEB,37.555637,-121.994704
2,2019-FEB,37.555638,-122.04341
4,2019-FEB,37.555799,-122.015087
3,2019-FEB,37.555832,-121.98601
1,2019-FEB,37.555901,-121.986148
11,2019-FEB,37.555906,-121.986153
19,2019-FEB,37.555943,-122.003025
1,2019-FEB,37.555966,-121.917625
1,2019-FEB,37.555967,-122.018475
1,2019-FEB,37.555971,-121.996123
1,2019-FEB,37.555979,-121.996137
2,2019-FEB,37.555996,-121.998641
1,2019-FEB,37.556053,-122.028457
2,2019-FEB,37.556057,-122.02371
1,2019-FEB,37.556098,-122.032221
3,2019-FEB,37.556098,-121.997271
2,2019-FEB,37.55612,-122.005167
1,2019-FEB,37.556123,-122.026112
1,2019-FEB,37.556127,-122.042591
2,2019-FEB,37.556134,-122.040936
2,2019-FEB,37.556173,-121.995884
1,2019-FEB,37.556181,-121.943427
2,2019-FEB,37.55619,-122.061589
1,2019-FEB,37.556193,-121.987924
1,2019-FEB,37.556223,-122.0042
3,2019-FEB,37.556224,-122.038412
1,2019-FEB,37.55624,-121.993523
1,2019-FEB,37.556303,-121.997629
1,2019-FEB,37.556308,-122.004901
1,2019-FEB,37.556324,-122.026547
11,2019-FEB,37.5564,-122.0137
1,2019-FEB,37.556465,-121.993324
1,2019-FEB,37.556513,-122.025942
2,2019-FEB,37.556595,-122.018732
2,2019-FEB,37.556672,-122.040315
2,2019-FEB,37.556752,-122.01902
1,2019-FEB,37.556859,-121.951295
1,2019-FEB,37.556875,-122.009254
2,2019-FEB,37.556924,-121.986865
25,2019-FEB,37.556977,-122.009171
2,2019-FEB,37.557012,-122.023418
1,2019-FEB,37.557026,-122.026343
15,2019-FEB,37.557096,-122.009075
1,2019-FEB,37.557126,-122.014086
1,2019-FEB,37.557126,-121.966326
2,2019-FEB,37.557131,-121.995357
1,2019-FEB,37.557152,-122.033119
2,2019-FEB,37.557158,-121.995411
4,2019-FEB,37.557199,-121.994861
1,2019-FEB,37.557239,-122.020018
4,2019-FEB,37.557247,-122.030375
1,2019-FEB,37.557269,-122.029406
1,2019-FEB,37.557292,-121.94827
4,2019-FEB,37.55731,-122.006356
4,2019-FEB,37.557395,-122.00883
5,2019-FEB,37.557406,-122.040826
4,2019-FEB,37.557431,-121.986773
4,2019-FEB,37.557441,-122.019555
3,2019-FEB,37.557493,-121.991099
1,2019-FEB,37.557535,-122.022802
2,2019-FEB,37.557552,-121.962402
4,2019-FEB,37.557569,-122.008685
1,2019-FEB,37.557601,-122.024607
1,2019-FEB,37.557657,-122.019335
2,2019-FEB,37.557657,-121.989647
4,2019-FEB,37.557685,-121.970129
4,2019-FEB,37.55774,-122.030112
1,2019-FEB,37.557804,-121.969808
3,2019-FEB,37.557806,-122.013579
1,2019-FEB,37.557828,-121.984883
1,2019-FEB,37.557859,-121.980586
1,2019-FEB,37.557901,-121.967208
1,2019-FEB,37.558006,-122.023442
1,2019-FEB,37.558009,-121.980876
1,2019-FEB,37.558021,-122.024104
1,2019-FEB,37.558041,-121.970441
1,2019-FEB,37.558059,-122.003442
1,2019-FEB,37.558065,-121.985745
10,2019-FEB,37.558128,-121.98612
2,2019-FEB,37.558135,-122.029296
3,2019-FEB,37.558142,-122.057346
1,2019-FEB,37.558149,-122.027615
3,2019-FEB,37.558162,-121.988605
1,2019-FEB,37.558255,-122.033708
3,2019-FEB,37.558266,-121.968259
1,2019-FEB,37.55827,-121.968254
2,2019-FEB,37.558332,-122.019127
5,2019-FEB,37.558351,-122.024911
1,2019-FEB,37.558353,-122.024184
1,2019-FEB,37.558394,-122.062084
2,2019-FEB,37.558421,-122.013966
1,2019-FEB,37.558439,-121.984088
5,2019-FEB,37.558446,-122.057742
7,2019-FEB,37.558463,-121.996137
1,2019-FEB,37.558478,-121.96848
3,2019-FEB,37.558495,-121.979989
8,2019-FEB,37.558507,-122.038158
2,2019-FEB,37.558669,-121.945702
2,2019-FEB,37.558707,-121.970443
1,2019-FEB,37.558719,-121.970844
4,2019-FEB,37.558723,-121.984
1,2019-FEB,37.558739,-121.992307
23,2019-FEB,37.558745,-121.995732
1,2019-FEB,37.558852,-122.012434
1,2019-FEB,37.558858,-122.026733
2,2019-FEB,37.558919,-122.023677
1,2019-FEB,37.559034,-122.011636
2,2019-FEB,37.559054,-121.97071
2,2019-FEB,37.559068,-122.017725
3,2019-FEB,37.55911,-122.035232
2,2019-FEB,37.559113,-122.030611
1,2019-FEB,37.559121,-121.98279
1,2019-FEB,37.559141,-121.9737
1,2019-FEB,37.55917,-122.012553
1,2019-FEB,37.559247,-121.966618
1,2019-FEB,37.559309,-122.024483
1,2019-FEB,37.559318,-122.015398
1,2019-FEB,37.559318,-121.967249
1,2019-FEB,37.559338,-121.973318
16,2019-FEB,37.559362,-122.004784
1,2019-FEB,37.559375,-121.973881
4,2019-FEB,37.559426,-122.004474
3,2019-FEB,37.559549,-122.03243
2,2019-FEB,37.559557,-122.002487
1,2019-FEB,37.559612,-121.989584
5,2019-FEB,37.559634,-122.029522
2,2019-FEB,37.559647,-121.98996
1,2019-FEB,37.559653,-122.059933
1,2019-FEB,37.559781,-121.998103
3,2019-FEB,37.55984,-122.020458
1,2019-FEB,37.559867,-122.038548
4,2019-FEB,37.559911,-122.03369
1,2019-FEB,37.559992,-122.030433
1,2019-FEB,37.560033,-122.004093
3,2019-FEB,37.560108,-122.003107
1,2019-FEB,37.560123,-121.984057
1,2019-FEB,37.560136,-122.027702
1,2019-FEB,37.56014,-121.98365
1,2019-FEB,37.560207,-122.000503
1,2019-FEB,37.560273,-122.032472
4,2019-FEB,37.560287,-121.996627
1,2019-FEB,37.560387,-122.052394
2,2019-FEB,37.56054,-122.029487
1,2019-FEB,37.560606,-122.062687
2,2019-FEB,37.56064,-121.953769
20,2019-FEB,37.560742,-121.996342
2,2019-FEB,37.560744,-122.021212
2,2019-FEB,37.560753,-122.026336
3,2019-FEB,37.560758,-122.002867
3,2019-FEB,37.560763,-121.993461
2,2019-FEB,37.560763,-121.973804
1,2019-FEB,37.5608,-122.004607
2,2019-FEB,37.560952,-121.981041
1,2019-FEB,37.560977,-121.989954
1,2019-FEB,37.560989,-122.059428
1,2019-FEB,37.560997,-121.979798
2,2019-FEB,37.56106,-121.999942
3,2019-FEB,37.561128,-122.061819
1,2019-FEB,37.561147,-121.97914
2,2019-FEB,37.561183,-121.995624
5,2019-FEB,37.561229,-122.029502
2,2019-FEB,37.561236,-121.969551
1,2019-FEB,37.561245,-121.969561
2,2019-FEB,37.561319,-122.034251
1,2019-FEB,37.561346,-122.004176
1,2019-FEB,37.561377,-121.969162
1,2019-FEB,37.56138,-122.027605
1,2019-FEB,37.56141,-122.003191
1,2019-FEB,37.561415,-122.003171
1,2019-FEB,37.561421,-122.020652
1,2019-FEB,37.561423,-122.003142
1,2019-FEB,37.561431,-121.979056
3,2019-FEB,37.561433,-122.003106
1,2019-FEB,37.561452,-121.998049
4,2019-FEB,37.561496,-122.002947
3,2019-FEB,37.561558,-121.977445
5,2019-FEB,37.561561,-122.006533
1,2019-FEB,37.561696,-122.006433
5,2019-FEB,37.561722,-122.006751
2,2019-FEB,37.561754,-122.004294
1,2019-FEB,37.561879,-121.991102
14,2019-FEB,37.561988,-121.978341
2,2019-FEB,37.562022,-121.996786
1,2019-FEB,37.562025,-122.046946
4,2019-FEB,37.562046,-122.045902
15,2019-FEB,37.562062,-121.978364
2,2019-FEB,37.562068,-122.006928
1,2019-FEB,37.562133,-121.97322
2,2019-FEB,37.562157,-122.002095
1,2019-FEB,37.562256,-122.002129
2,2019-FEB,37.562308,-122.035356
1,2019-FEB,37.562313,-121.988965
1,2019-FEB,37.562335,-122.046087
1,2019-FEB,37.562343,-122.004027
1,2019-FEB,37.562448,-122.004062
1,2019-FEB,37.562459,-122.0176
1,2019-FEB,37.562496,-122.00752
1,2019-FEB,37.56252,-122.009304
1,2019-FEB,37.56253,-121.98064
1,2019-FEB,37.562553,-122.003137
2,2019-FEB,37.562582,-122.007982
20,2019-FEB,37.5626,-121.9986
1,2019-FEB,37.562618,-122.007948
1,2019-FEB,37.56263,-122.011331
2,2019-FEB,37.562652,-122.002931
2,2019-FEB,37.562654,-121.978435
2,2019-FEB,37.562689,-122.032901
10,2019-FEB,37.5627,-121.9988
4,2019-FEB,37.562738,-122.012855
1,2019-FEB,37.562756,-121.977897
2,2019-FEB,37.562802,-122.002317
1,2019-FEB,37.562822,-121.965833
2,2019-FEB,37.562828,-121.958017
3,2019-FEB,37.562872,-122.031015
3,2019-FEB,37.5629,-122.0083
4,2019-FEB,37.562909,-121.987346
1,2019-FEB,37.562923,-121.990165
6,2019-FEB,37.562946,-121.988574
1,2019-FEB,37.562984,-122.012106
1,2019-FEB,37.563022,-122.00612
3,2019-FEB,37.563034,-121.982556
1,2019-FEB,37.5631,-121.958059
4,2019-FEB,37.563224,-121.971648
1,2019-FEB,37.563274,-122.018628
2,2019-FEB,37.563283,-122.035488
5,2019-FEB,37.563298,-122.019822
1,2019-FEB,37.563304,-121.968708
1,2019-FEB,37.563325,-122.017982
4,2019-FEB,37.563338,-122.054134
2,2019-FEB,37.563347,-121.971781
2,2019-FEB,37.563363,-121.993307
1,2019-FEB,37.56338,-122.055927
7,2019-FEB,37.563402,-122.004388
1,2019-FEB,37.563404,-122.050151
1,2019-FEB,37.563476,-122.017888
2,2019-FEB,37.563493,-122.006809
1,2019-FEB,37.563515,-121.968937
2,2019-FEB,37.563542,-122.010744
3,2019-FEB,37.56356,-122.032894
2,2019-FEB,37.563567,-121.970981
1,2019-FEB,37.563703,-121.970164
2,2019-FEB,37.563707,-122.02303
3,2019-FEB,37.563712,-122.051285
2,2019-FEB,37.563736,-122.035636
1,2019-FEB,37.563749,-122.005032
2,2019-FEB,37.563763,-122.026112
2,2019-FEB,37.563789,-122.044093
1,2019-FEB,37.563792,-122.061957
3,2019-FEB,37.563792,-121.958456
2,2019-FEB,37.563822,-122.050288
1,2019-FEB,37.563823,-122.050284
1,2019-FEB,37.563874,-121.966919
2,2019-FEB,37.56391,-122.046411
5,2019-FEB,37.56398,-122.012138
2,2019-FEB,37.563983,-121.990868
2,2019-FEB,37.564071,-121.977104
2,2019-FEB,37.564116,-122.0524
3,2019-FEB,37.564152,-121.971924
1,2019-FEB,37.564182,-122.024464
1,2019-FEB,37.5642,-122.053095
2,2019-FEB,37.564202,-121.956582
3,2019-FEB,37.564293,-121.983441
2,2019-FEB,37.564299,-122.044899
2,2019-FEB,37.564307,-122.01178
1,2019-FEB,37.564404,-122.012902
3,2019-FEB,37.564438,-122.012096
1,2019-FEB,37.564467,-122.053202
2,2019-FEB,37.564489,-122.035989
10,2019-FEB,37.564554,-122.020097
1,2019-FEB,37.564585,-122.013163
1,2019-FEB,37.564597,-122.031694
2,2019-FEB,37.564602,-122.055137
6,2019-FEB,37.564711,-121.981672
1,2019-FEB,37.564825,-122.008846
1,2019-FEB,37.564867,-122.035126
1,2019-FEB,37.564882,-122.003871
1,2019-FEB,37.564885,-121.963266
2,2019-FEB,37.564903,-121.970119
1,2019-FEB,37.564917,-122.048809
1,2019-FEB,37.564999,-122.00329
1,2019-FEB,37.565,-122.033609
1,2019-FEB,37.565011,-122.013421
2,2019-FEB,37.565037,-121.987141
3,2019-FEB,37.565076,-121.963516
1,2019-FEB,37.565175,-122.03409
1,2019-FEB,37.565191,-121.975063
1,2019-FEB,37.565214,-121.986512
1,2019-FEB,37.565215,-122.010836
5,2019-FEB,37.565267,-122.046271
6,2019-FEB,37.565299,-121.967796
2,2019-FEB,37.565353,-122.026742
4,2019-FEB,37.565356,-122.010669
1,2019-FEB,37.565362,-122.004062
1,2019-FEB,37.565385,-122.011109
4,2019-FEB,37.565398,-121.9764
1,2019-FEB,37.565437,-122.00979
2,2019-FEB,37.565546,-122.009672
1,2019-FEB,37.565665,-121.968017
2,2019-FEB,37.565679,-122.021406
23,2019-FEB,37.565705,-121.970723
1,2019-FEB,37.565708,-122.054678
1,2019-FEB,37.565767,-122.001634
1,2019-FEB,37.565776,-122.006911
2,2019-FEB,37.565778,-121.968514
3,2019-FEB,37.565837,-122.038827
1,2019-FEB,37.565862,-122.064567
1,2019-FEB,37.56587,-121.976152
1,2019-FEB,37.565884,-122.039258
6,2019-FEB,37.565887,-121.976125
2,2019-FEB,37.565893,-121.966821
1,2019-FEB,37.565964,-122.039647
10,2019-FEB,37.56597,-122.022992
1,2019-FEB,37.56599,-122.02513
18,2019-FEB,37.565991,-122.023
4,2019-FEB,37.565996,-122.023011
1,2019-FEB,37.565999,-122.033601
2,2019-FEB,37.566035,-122.027523
3,2019-FEB,37.566044,-122.049521
4,2019-FEB,37.566044,-122.007498
2,2019-FEB,37.566068,-122.049526
1,2019-FEB,37.566071,-122.038284
1,2019-FEB,37.566088,-122.038214
2,2019-FEB,37.566095,-122.027476
2,2019-FEB,37.566135,-121.975672
3,2019-FEB,37.566186,-122.002613
1,2019-FEB,37.566205,-121.969007
16,2019-FEB,37.566291,-121.971371
3,2019-FEB,37.566319,-122.034639
4,2019-FEB,37.566349,-122.008153
2,2019-FEB,37.566356,-122.007052
2,2019-FEB,37.56637,-121.979659
3,2019-FEB,37.566433,-122.068618
1,2019-FEB,37.566462,-122.068156
2,2019-FEB,37.566487,-122.045939
2,2019-FEB,37.566506,-122.047104
5,2019-FEB,37.566656,-121.970788
1,2019-FEB,37.566674,-121.970764
1,2019-FEB,37.566682,-122.028019
2,2019-FEB,37.566684,-121.970753
3,2019-FEB,37.566733,-122.046092
1,2019-FEB,37.566831,-122.037456
5,2019-FEB,37.566865,-122.068069
3,2019-FEB,37.566885,-121.969381
1,2019-FEB,37.566906,-122.068113
1,2019-FEB,37.566913,-122.068995
1,2019-FEB,37.566922,-122.068983
3,2019-FEB,37.566965,-122.007642
2,2019-FEB,37.566978,-122.068901
1,2019-FEB,37.567052,-122.068781
1,2019-FEB,37.567102,-122.006152
1,2019-FEB,37.56714,-122.043697
1,2019-FEB,37.567185,-122.06796
2,2019-FEB,37.567186,-122.076441
2,2019-FEB,37.567231,-122.039694
3,2019-FEB,37.567295,-121.971547
3,2019-FEB,37.567305,-121.969893
1,2019-FEB,37.567431,-122.030412
6,2019-FEB,37.567434,-122.069445
1,2019-FEB,37.567539,-122.070776
2,2019-FEB,37.567571,-122.019294
3,2019-FEB,37.567641,-122.053045
1,2019-FEB,37.567712,-122.025554
1,2019-FEB,37.567718,-121.969983
1,2019-FEB,37.567839,-122.025806
4,2019-FEB,37.567845,-122.005688
4,2019-FEB,37.56786,-121.967468
1,2019-FEB,37.567865,-122.032312
2,2019-FEB,37.567923,-122.018143
1,2019-FEB,37.567987,-122.050769
1,2019-FEB,37.568037,-122.008018
1,2019-FEB,37.568065,-121.960602
6,2019-FEB,37.56809,-122.045913
4,2019-FEB,37.568108,-122.058142
5,2019-FEB,37.568156,-121.961048
1,2019-FEB,37.568164,-122.03493
3,2019-FEB,37.568171,-122.027869
2,2019-FEB,37.568208,-122.044682
1,2019-FEB,37.568256,-122.069204
2,2019-FEB,37.56828,-122.068808
1,2019-FEB,37.568294,-122.029097
1,2019-FEB,37.568301,-122.325025
2,2019-FEB,37.568313,-121.964366
6,2019-FEB,37.568314,-122.046233
3,2019-FEB,37.568355,-122.046003
2,2019-FEB,37.568369,-122.011005
1,2019-FEB,37.568435,-122.047215
2,2019-FEB,37.568479,-122.068975
3,2019-FEB,37.568485,-122.008284
1,2019-FEB,37.568492,-122.037709
1,2019-FEB,37.568592,-122.019134
1,2019-FEB,37.568599,-121.964972
1,2019-FEB,37.568616,-122.067105
1,2019-FEB,37.568625,-121.965699
1,2019-FEB,37.568681,-122.066958
5,2019-FEB,37.568681,-121.974345
2,2019-FEB,37.5687,-121.971249
3,2019-FEB,37.568725,-122.040266
2,2019-FEB,37.568732,-121.966889
1,2019-FEB,37.568741,-122.018843
6,2019-FEB,37.568776,-122.036633
2,2019-FEB,37.5688,-122.0515
1,2019-FEB,37.56881,-122.054354
2,2019-FEB,37.568876,-122.053996
7,2019-FEB,37.568876,-122.025082
1,2019-FEB,37.568896,-122.04736
2,2019-FEB,37.5689,-122.0514
1,2019-FEB,37.568942,-122.045508
2,2019-FEB,37.569005,-122.011903
1,2019-FEB,37.569012,-122.042611
4,2019-FEB,37.56905,-122.02009
2,2019-FEB,37.569083,-122.01295
3,2019-FEB,37.569139,-122.034587
1,2019-FEB,37.56915,-122.068966
1,2019-FEB,37.569153,-122.048132
1,2019-FEB,37.569161,-122.067764
1,2019-FEB,37.56918,-122.06887
2,2019-FEB,37.569297,-122.037691
1,2019-FEB,37.56936,-122.026889
2,2019-FEB,37.569367,-122.034394
5,2019-FEB,37.569403,-122.056657
2,2019-FEB,37.569406,-122.045296
1,2019-FEB,37.569443,-122.068974
1,2019-FEB,37.569469,-122.051891
1,2019-FEB,37.569485,-122.01837
2,2019-FEB,37.569527,-122.299047
4,2019-FEB,37.569537,-122.036988
6,2019-FEB,37.569594,-122.074507
4,2019-FEB,37.569617,-122.052257
1,2019-FEB,37.569626,-121.964171
1,2019-FEB,37.569629,-122.026506
2,2019-FEB,37.569673,-122.068462
3,2019-FEB,37.569681,-122.039747
3,2019-FEB,37.569681,-122.023651
2,2019-FEB,37.569716,-121.964881
1,2019-FEB,37.569726,-121.964862
1,2019-FEB,37.569732,-121.964852
1,2019-FEB,37.569757,-122.049511
1,2019-FEB,37.569869,-122.073432
1,2019-FEB,37.569903,-122.07288
1,2019-FEB,37.56994,-121.965081
3,2019-FEB,37.569951,-121.965061
1,2019-FEB,37.569956,-121.965052
1,2019-FEB,37.570033,-122.025765
5,2019-FEB,37.570036,-122.05308
2,2019-FEB,37.570072,-122.054271
5,2019-FEB,37.570115,-122.022983
3,2019-FEB,37.570118,-122.014693
1,2019-FEB,37.570137,-122.039056
1,2019-FEB,37.570239,-122.068409
2,2019-FEB,37.570247,-122.025547
1,2019-FEB,37.570295,-122.04125
1,2019-FEB,37.570303,-122.071482
1,2019-FEB,37.570365,-122.068235
1,2019-FEB,37.570405,-122.035674
2,2019-FEB,37.570425,-122.069834
1,2019-FEB,37.570448,-122.0386
1,2019-FEB,37.570494,-122.014736
1,2019-FEB,37.570518,-122.068535
1,2019-FEB,37.570567,-122.024628
6,2019-FEB,37.570653,-122.070787
1,2019-FEB,37.570674,-122.042149
1,2019-FEB,37.570721,-122.049093
1,2019-FEB,37.570776,-121.958291
6,2019-FEB,37.570798,-122.038498
1,2019-FEB,37.570812,-122.04243
2,2019-FEB,37.570888,-122.073128
3,2019-FEB,37.570908,-121.961014
1,2019-FEB,37.570919,-122.04199
3,2019-FEB,37.570942,-122.046502
1,2019-FEB,37.570982,-122.041104
2,2019-FEB,37.571053,-122.039351
1,2019-FEB,37.571246,-122.070749
2,2019-FEB,37.571254,-122.017614
1,2019-FEB,37.571354,-122.064652
1,2019-FEB,37.571393,-122.038446
5,2019-FEB,37.571433,-122.021839
2,2019-FEB,37.571439,-122.048165
1,2019-FEB,37.571501,-122.075599
1,2019-FEB,37.571502,-122.055789
1,2019-FEB,37.571533,-122.051519
2,2019-FEB,37.571543,-122.037655
6,2019-FEB,37.571544,-122.042367
5,2019-FEB,37.571574,-122.051414
1,2019-FEB,37.571589,-122.07024
1,2019-FEB,37.57162,-122.037619
5,2019-FEB,37.57163,-121.95992
3,2019-FEB,37.571643,-122.037978
2,2019-FEB,37.57166,-122.055163
1,2019-FEB,37.571664,-122.046491
2,2019-FEB,37.571672,-122.072975
1,2019-FEB,37.571703,-122.05274
2,2019-FEB,37.571723,-122.075903
1,2019-FEB,37.571754,-122.039796
1,2019-FEB,37.571806,-122.064366
1,2019-FEB,37.571912,-122.074956
2,2019-FEB,37.571938,-121.966884
1,2019-FEB,37.572023,-122.040518
1,2019-FEB,37.572162,-122.038467
1,2019-FEB,37.572295,-122.045194
1,2019-FEB,37.572306,-122.05154
5,2019-FEB,37.57234,-122.050391
2,2019-FEB,37.572393,-122.039397
1,2019-FEB,37.572451,-122.039615
3,2019-FEB,37.572487,-122.039587
1,2019-FEB,37.57256,-122.017942
2,2019-FEB,37.57261,-121.967647
2,2019-FEB,37.572622,-122.055348
1,2019-FEB,37.57266,-122.03986
4,2019-FEB,37.57273,-122.058133
1,2019-FEB,37.57277,-122.076461
1,2019-FEB,37.572776,-122.04399
1,2019-FEB,37.572801,-122.038631
7,2019-FEB,37.572831,-122.039073
1,2019-FEB,37.572835,-121.96376
1,2019-FEB,37.572871,-122.076138
2,2019-FEB,37.572881,-122.019387
1,2019-FEB,37.572895,-122.018766
1,2019-FEB,37.572964,-122.056617
4,2019-FEB,37.572966,-122.037286
3,2019-FEB,37.572974,-122.037279
1,2019-FEB,37.573002,-121.988561
5,2019-FEB,37.57303,-122.038464
4,2019-FEB,37.573064,-122.039424
1,2019-FEB,37.573071,-122.068527
1,2019-FEB,37.573098,-122.042309
2,2019-FEB,37.573101,-121.96531
1,2019-FEB,37.57313,-121.975808
5,2019-FEB,37.573138,-122.029315
2,2019-FEB,37.573152,-121.975799
6,2019-FEB,37.573158,-121.967874
1,2019-FEB,37.573176,-122.081788
2,2019-FEB,37.573181,-122.032967
1,2019-FEB,37.573188,-122.051363
2,2019-FEB,37.57323,-122.056721
2,2019-FEB,37.573259,-122.065628
1,2019-FEB,37.573292,-122.047648
1,2019-FEB,37.573343,-122.039268
3,2019-FEB,37.573361,-122.038251
1,2019-FEB,37.573371,-121.98795
1,2019-FEB,37.573411,-121.976994
1,2019-FEB,37.573515,-121.974621
1,2019-FEB,37.573607,-121.97659
1,2019-FEB,37.573685,-122.047679
4,2019-FEB,37.573752,-122.057829
1,2019-FEB,37.573755,-122.075629
4,2019-FEB,37.573764,-122.062374
4,2019-FEB,37.573768,-122.034742
4,2019-FEB,37.573859,-122.038027
5,2019-FEB,37.573881,-121.977512
1,2019-FEB,37.5739,-121.975072
